209506,Oregon Institute of Technology,"3201 Campus Drive, Klamath Falls, Oregon 97601-8801",www.oit.edu
209533,Oregon College of Art and Craft,"8245 SW Barnes Rd, Portland, Oregon 97225",www.ocac.edu
209542,Oregon State University,"1500 S.W. Jefferson, Corvallis, Oregon 97331",oregonstate.edu
209551,University of Oregon,"110 Johnson Hall, Eugene, Oregon 97403",www.uoregon.edu
209603,Pacific Northwest College of Art,"1241 NW Johnson, Portland, Oregon 97209-3023",www.pnca.edu
209612,Pacific University,"2043 College Way, Forest Grove, Oregon 97116",www.pacificu.edu
209807,Portland State University,"724 SW Harrison, Portland, Oregon 97201",www.pdx.edu
209922,Reed College,"3203 SE Woodstock Blvd, Portland, Oregon 97202-8199",www.reed.edu
210076,Pioneer Pacific College,"27501 SW Parkway Ave, Wilsonville, Oregon 97070-9296",www.pioneerpacific.edu
210146,Southern Oregon University,"1250 Siskiyou Blvd, Ashland, Oregon 97520",www.sou.edu
210401,Willamette University,"900 State St, Salem, Oregon 97301",www.willamette.edu
210429,Western Oregon University,"345 North Monmouth Ave, Monmouth, Oregon 97361-1394",www.wou.edu
210438,University of Western States,"2900 NE 132nd Ave, Portland, Oregon 97230-3099",https://www.uws.edu/
230056,Broadview University-West Jordan,"1902 W 7800 S, West Jordan, Utah 84088",www.broadviewuniversity.edu/
230171,Dixie State University,"225 S 700 E, Saint George, Utah 84770-3876",www.dixie.edu/
230366,Eagle Gate College-Murray,"5588 South Green Street, Murray, Utah 84123-6965",EAGLEGATECOLLEGE.EDU
230384,ITT Technical Institute-Murray,"920 W Levoy Dr, Murray, Utah 84123",www.itt-tech.edu
230472,Everest College-Salt Lake City,"3280 W 3500 S, West Valley City, Utah 84119-2632",www.everest.edu/campus/salt_lake_city
230597,Snow College,"150 E College Ave, Ephraim, Utah 84627",www.snow.edu
230603,Southern Utah University,"351 West University Blvd, Cedar City, Utah 84720",www.suu.edu/
230621,Stevens-Henager College,"1350 W. 1890 S., West Haven, Utah 84401",www.stevenshenager.edu
230630,Stevens-Henager College,"1476 Sandhill Road, Orem, Utah 84058",www.stevenshenager.edu/locations/st-george
230728,Utah State University,"Old Main Hill, Logan, Utah 84322-1400",www.usu.edu
230737,Utah Valley University,"800 W University Parkway, Orem, Utah 84058-5999",www.uvu.edu
230764,University of Utah,"201 Presidents Circle, ROOM 201, Salt Lake City, Utah 84112-9008",www.utah.edu
230782,Weber State University,"3850 Dixon Parkway Dr. Dept. 1031, Ogden, Utah 84408-1031",www.weber.edu
230807,Westminster College,"1840 South 1300 East, Salt Lake City, Utah 84105",www.westminstercollege.edu
234492,The Art Institute of Seattle,"2323 Elliott Ave, Seattle, Washington 98121-1622",www.ais.edu
234669,Bellevue College,"3000 Landerholm Cir SE, Bellevue, Washington 98007-6484",bellevuecollege.edu/
234827,Central Washington University,"400 East University Way, Ellensburg, Washington 98926-7501",www.cwu.edu
234845,Centralia College,"600 Centralia College Blvd., Centralia, Washington 98531-4099",www.centralia.edu
234915,City University of Seattle,"521 Wall Street, Suite 100, Seattle, Washington 98121",www.cityu.edu
234979,Columbia Basin College,"2600 N 20th Ave, Pasco, Washington 99301",www.columbiabasin.edu
235024,Cornish College of the Arts,"1000 Lenora Street, Seattle, Washington 98121",www.cornish.edu
235097,Eastern Washington University,"526 5th Street, Cheney, Washington 99004-2496",www.ewu.edu
235167,The Evergreen State College,"2700 Evergreen Pkwy NW, Olympia, Washington 98505-0001",www.evergreen.edu
235422,Heritage University,"3240 Fort Rd, Toppenish, Washington 98948",www.heritage.edu
235510,ITT Technical Institute-Seattle,"12720 Gateway Dr Ste 100, Seattle, Washington 98168-2610",www.itt-tech.edu
235529,ITT Technical Institute-Spokane Valley,"13518 E Indiana Avenue, Spokane Valley, Washington 99216-1589",www.itt-tech.edu
235547,Bastyr University,"14500 Juanita Drive NE, Kenmore, Washington 98028-4966",www.bastyr.edu
235699,Lake Washington Institute of Technology,"11605 132nd Ave NE, Kirkland, Washington 98034-8506",www.lwtech.edu
236072,North Seattle College,"9600 College Way North, Seattle, Washington 98103-3599",www.northseattle.edu
236188,Olympic College,"1600 Chester Ave, Bremerton, Washington 98337-1699",www.olympic.edu
236258,Peninsula College,"1502 E Lauridsen Blvd, Port Angeles, Washington 98362",www.pencol.edu
236328,University of Puget Sound,"1500 N. Warner Street, Tacoma, Washington 98416",www.pugetsound.edu
236504,South Seattle College,"6000 16th Ave SW, Seattle, Washington 98106-1499",southseattle.edu
236513,Seattle Central College,"1701 Broadway Avenue, Seattle, Washington 98122",www.seattlecentral.edu
236939,Washington State University,"French Administration Building, Pullman, Washington 99164-5910",wsu.edu/
236948,University of Washington-Seattle Campus,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",www.washington.edu
237011,Western Washington University,"516 High Street, Bellingham, Washington 98225-9008",www.wwu.edu
237057,Whitman College,"345 Boyer Ave, Walla Walla, Washington 99362",www.whitman.edu
240727,University of Wyoming,"Corner of Ninth and Ivinson, Laramie, Wyoming 82071",www.uwyo.edu
243744,Stanford University,"Stanford, California 94305",www.stanford.edu/
244011,ITT Technical Institute-Sylmar,"12669 Encinitas Ave, Sylmar, California 91342-3664",www.itt-tech.edu
244154,ITT Technical Institute-Westminster,"8620 Wolff Court, Suite 100, Westminster, Colorado 80031",www.itt-tech.edu
245838,Antioch University-Los Angeles,"400 Corporate Pointe, Culver City, California 90230-7615",www.antiochla.edu
245847,Antioch University-Santa Barbara,"602 Anacapa Street, Santa Barbara, California 93101",www.antiochsb.edu
245883,Antioch University-Seattle,"2326 6th Ave, Seattle, Washington 98121-1814",www.antiochseattle.edu
260789,Platt College-Los Angeles,"1000 South Fremont Avenue, A10, Alhambra, California 91803",www.plattcollege.edu
260813,Platt College-Aurora,"3100 S Parker Rd, Aurora, Colorado 80014-3141",www.plattcolorado.edu
262086,Brandman University,"16355 Laguna Canyon Road, Irvine, California 92618",www.brandman.edu/
262332,Le Cordon Bleu College of Culinary Arts-Scottsdale,"8100 E Camelback Rd, Suite 1001, Scottsdale, Arizona 85251-2729",www.chefs.edu/scottsdale
363934,University of Advancing Technology,"2625 W Baseline Rd, Tempe, Arizona 85283",www.uat.edu
366711,California State University-San Marcos,"333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001",www.csusm.edu
366748,Argosy University-Hawaii,"1001 Bishop Street, Suite 400, Honolulu, Hawaii 96813",www.argosy.edu/hawaii/
367839,Colorado Heights University,"3001 S Federal Blvd, Denver, Colorado 80236-2711",WWW.CHU.EDU
372073,Fremont College,"18000 Studebaker Road Suite 900A, Cerritos, California 90703",www.fremont.edu
372958,Remington College-Honolulu Campus,"1111 Bishop St Ste 400, Honolulu, Hawaii 96813-2811",www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools
377546,Northwest College of Art & Design,"16301 Creative Dr NE, Poulsbo, Washington 98370",www.ncad.edu
377555,University of Washington-Bothell Campus,"18115 Campus Way NE, Bothell, Washington 98011-8246",www.uwb.edu
377564,University of Washington-Tacoma Campus,"1900 Commerce St, Tacoma, Washington 98402-3100",www.tacoma.uw.edu/
378406,ITT Technical Institute-Torrance,"2555 W. 190th Street, Suite 125, Torrance, California 90504",www.itt-tech.edu
378576,Pacific College of Oriental Medicine-San Diego,"7445 Mission Valley Rd Ste 105, San Diego, California 92108-4407",www.PacificCollege.edu
380377,Northwest Indian College,"2522 Kwina Rd, Bellingham, Washington 98226-9217",www.nwic.edu
380465,University of Phoenix-Utah,"5373 S. Green Street, Salt Lake City, Utah 84123-4642",www.phoenix.edu
381787,Westwood College-Denver South,"3150 S Sheridan Blvd, Denver, Colorado 80227-5507",www.westwood.edu
381909,ITT Technical Institute-San Bernardino,"670 E Carnegie Drive, San Bernardino, California 92408",www.itt-tech.edu
397270,Bristol University,"2390 E. Orangewood Ave., Suite 485, Anaheim, California 92806-6198",www.bristoluniversity.edu
398130,Mt Sierra College,"101 E Huntington Dr, Monrovia, California 91016",www.mtsierra.edu
399869,Southern California Institute of Technology,"525 N. Muller Street, Anaheim, California 92801-3758",www.scitech.edu
399911,Soka University of America,"1 University Drive, Aliso Viejo, California 92656-8081",www.soka.edu
407009,Arizona State University-West,"4701 W Thunderbird Road, Glendale, Arizona 85306",www.asu.edu/
409698,California State University-Monterey Bay,"100 Campus Center, Seaside, California 93955-8001",www.csumb.edu
410502,The Art Institute of California-Argosy University Hollywood,"5250 Lankershim Blvd, North Hollywood, California 91601",www.aicdc.artinstitutes.edu
413848,ITT Technical Institute-Oxnard,"2051 Solar Dr Suite 150, Oxnard, California 93036",www.itt-tech.edu
414531,ITT Technical Institute-Everett,"1615 75th Street Sw, Suite 220, Everett, Washington 98203",www.itt-tech.edu
420042,University of Phoenix-Hawaii,"745 Fort Street, Honolulu, Hawaii 96813-3800",www.phoenix.edu
420574,Arizona State University-Polytechnic,"7001 E Williams Field Road, Mesa, Arizona 85212",www.asu.edu/
422695,Pacific College,"3160 Red Hill Ave, Costa Mesa, California 92626",pacific-college.edu
428444,The Art Institute of Phoenix,"2233 W Dunlap Ave, Phoenix, Arizona 85021-2859",www.artinstitutes.edu/phoenix/
429599,ITT Technical Institute-Henderson,"2300 Corporate Circle, Suite 100, Henderson, Nevada 89074",www.itt-tech.edu
430087,Colorado Technical University-Greenwood Village,"3151 S Vaughn Way, Aurora, Colorado 80014",www.coloradotech.edu/Denver
432223,University of Phoenix-Washington,"7100 Fort Dent Way, Tukwila, Washington 98188-8553",www.phoenix.edu
432241,University of Phoenix-Oregon,"Triangle Corporate Park, 13221 SW 68th Pkwy, Tigard, Oregon 97223-8328",www.phoenix.edu
432384,Platt College-Ontario,"3700 Inland Empire Boulevard, Ontario, California 91764",www.plattcollege.edu
432533,The Art Institute of California-Argosy University Los Angeles,"Santa Monica Bus Park, 2900 31st St, Santa Monica, California 90405-3035",www.artinstitutes.edu/los-angeles/
433004,American University of Health Sciences,"1600 East Hill St, Signal Hill, California 90755-3612",www.auhs.edu
433387,Western Governors University,"4001 East 700 South, Suite 700, Salt Lake City, Utah 84107",www.wgu.edu
433420,Santa Barbara Business College-Ventura,"4839 Market Street, Ventura, California 93003",www.sbbcollege.edu
436094,Argosy University-Phoenix,"2233 West Dunlap Avenue, Phoenix, Arizona 85021",www.argosy.edu/phoenix/
436429,Los Angeles Film School,"6363 Sunset Blvd, Hollywood, California 90028-7318",www.lafilm.edu
436438,Argosy University-Orange County,"601 South Lewis Street, Orange, California 92868",www.argosy.edu/orange-county-southern-california/default.aspx
437219,ITT Technical Institute-Lathrop,"16916 S. Harlan Rd, Lathrop, California 95330",www.itt-tech.edu
437848,Westwood College-Anaheim,"1551 S. Douglass Rd, Anaheim, California 92806",www.westwood.edu
